ID,ComplaintID,ComplaintStatusID,StatusDate
2013,10788,1,2019-01-28
2017,10788,4,2019-01-29
2086,10788,9,2019-02-04
2022,10789,2,2019-01-29
2036,10789,9,2019-01-30
2023,10790,1,2019-01-29
2025,10790,4,2019-01-29
2187,10790,1,2019-02-08
2208,10790,3,2019-02-08
2284,10790,9,2019-02-14
2033,10791,1,2019-01-30
2034,10791,9,2019-01-30
2038,10792,2,2019-01-30
2057,10792,9,2019-02-01
2039,10793,2,2019-01-30
2059,10793,9,2019-02-01
2040,10794,2,2019-01-30
2058,10794,9,2019-02-01
2041,10795,1,2019-01-30
2084,10795,3,2019-02-04
2320,10795,9,2019-02-15
2043,10796,2,2019-01-31
2060,10796,9,2019-02-01
2045,10797,1,2019-01-23
2046,10797,9,2019-01-31
2049,10798,2,2019-01-31
2068,10798,9,2019-02-01
2051,10799,2,2019-01-31
2070,10799,9,2019-02-01
2052,10800,1,2019-01-31
2074,10800,4,2019-02-01
2116,10800,3,2019-02-06
2268,10800,4,2019-02-12
2662,10800,9,2019-03-01
2053,10801,2,2019-01-31
2071,10801,9,2019-02-01
2055,10802,2,2019-01-31
2072,10802,9,2019-02-01
2061,10803,1,2019-02-01
2065,10803,9,2019-02-01
2062,10804,1,2019-01-31
2067,10804,4,2019-02-01
2234,10804,1,2019-02-11
2254,10804,3,2019-02-12
2407,10804,9,2019-02-19
2063,10805,1,2019-02-01
2064,10805,9,2019-02-01
2069,10806,2,2019-02-01
2220,10806,9,2019-02-11
2076,10807,1,2019-01-31
2124,10807,9,2019-02-06
2077,10808,1,2019-02-01
2112,10808,9,2019-02-05
2078,10809,1,2019-02-01
2121,10809,3,2019-02-06
2243,10809,4,2019-02-11
2305,10809,9,2019-02-14
2079,10810,1,2019-02-04
2080,10810,4,2019-02-04
2102,10810,9,2019-02-05
2081,10811,1,2019-02-04
2082,10811,4,2019-02-04
2158,10811,1,2019-02-07
2186,10811,3,2019-02-08
2233,10811,9,2019-02-11
2087,10812,1,2019-02-04
2090,10812,4,2019-02-04
2125,10812,1,2019-02-06
2126,10812,4,2019-02-06
2147,10812,9,2019-02-06
2088,10813,2,2019-02-04
2104,10813,9,2019-02-05
2089,10814,2,2019-02-04
2103,10814,9,2019-02-05
2091,10815,2,2019-02-04
2105,10815,9,2019-02-05
2092,10816,1,2019-02-04
2101,10816,4,2019-02-05
2167,10816,1,2019-02-07
2263,10816,3,2019-02-12
2399,10816,4,2019-02-18
2525,10816,1,2019-02-26
2549,10816,9,2019-02-26
2093,10817,2,2019-02-04
2106,10817,9,2019-02-05
2094,10818,2,2019-02-04
2107,10818,9,2019-02-05
2095,10819,1,2019-02-04
2096,10819,9,2019-02-05
2097,10820,1,2019-02-05
2098,10820,4,2019-02-05
2235,10820,1,2019-02-11
2255,10820,3,2019-02-12
2409,10820,9,2019-02-19
2099,10821,1,2019-02-05
2100,10821,4,2019-02-05
2131,10821,1,2019-02-06
2238,10821,3,2019-02-11
2250,10821,9,2019-02-12
2108,10822,2,2019-02-05
2132,10822,9,2019-02-06
2110,10823,2,2019-02-05
2134,10823,9,2019-02-06
2114,10824,1,2019-02-06
2115,10824,9,2019-02-06
2117,10825,1,2019-02-05
2123,10825,9,2019-02-06
2118,10826,1,2019-02-05
2122,10826,9,2019-02-06
2119,10827,1,2019-02-06
2120,10827,4,2019-02-06
2468,10827,9,2019-02-22
2133,10828,2,2019-02-06
2144,10828,9,2019-02-06
2135,10829,2,2019-02-06
2146,10829,9,2019-02-06
2136,10830,2,2019-02-06
2148,10830,9,2019-02-06
2137,10831,2,2019-02-06
2149,10831,9,2019-02-06
2138,10835,1,2019-02-06
2166,10835,4,2019-02-07
2171,10835,3,2019-02-07
2623,10835,9,2019-02-28
2139,10839,1,2019-02-06
2200,10839,9,2019-02-08
2140,10840,1,2019-02-06
2141,10840,4,2019-02-06
2239,10840,9,2019-02-11
2142,10841,1,2019-02-06
2237,10841,4,2019-02-11
2269,10841,1,2019-02-13
2271,10841,9,2019-02-13
2143,10842,2,2019-02-06
2161,10842,9,2019-02-07
2164,10842,2,2019-02-07
2185,10842,9,2019-02-07
2152,10843,1,2019-02-06
2153,10843,4,2019-02-07
2236,10843,1,2019-02-11
2285,10843,4,2019-02-14
2474,10843,1,2019-02-22
2475,10843,3,2019-02-22
2518,10843,9,2019-02-25
2154,10844,1,2019-02-07
2155,10844,4,2019-02-07
2188,10844,1,2019-02-08
2189,10844,9,2019-02-08
2156,10845,1,2019-02-05
2157,10845,4,2019-02-07
4053,10845,9,2019-04-02
2159,10846,1,2019-02-07
2160,10846,4,2019-02-07
2170,10846,9,2019-02-07
2162,10847,2,2019-02-07
2201,10847,9,2019-02-08
2163,10848,2,2019-02-07
2179,10848,9,2019-02-07
2165,10849,2,2019-02-07
2203,10849,9,2019-02-08
2168,10850,2,2019-02-07
2204,10850,9,2019-02-08
2169,10852,2,2019-02-07
2226,10852,9,2019-02-11
2172,10853,2,2019-02-07
2205,10853,9,2019-02-08
2173,10854,2,2019-02-07
2206,10854,9,2019-02-08
2174,10855,2,2019-02-07
2210,10855,9,2019-02-08
2175,10856,2,2019-02-07
2211,10856,9,2019-02-08
2176,10857,2,2019-02-07
2202,10857,9,2019-02-08
2177,10858,2,2019-02-07
2212,10858,9,2019-02-08
2178,10859,2,2019-02-07
2213,10859,9,2019-02-08
2180,10860,2,2019-02-07
2214,10860,9,2019-02-08
2181,10861,2,2019-02-07
2215,10861,9,2019-02-08
2182,10862,2,2019-02-07
2216,10862,9,2019-02-08
2183,10863,2,2019-02-07
2217,10863,9,2019-02-08
2184,10864,2,2019-02-07
2218,10864,9,2019-02-08
2190,10865,1,2019-02-07
2191,10865,4,2019-02-08
2428,10865,1,2019-02-21
2442,10865,4,2019-02-21
2465,10865,3,2019-02-22
3033,10865,1,2019-03-13
3148,10865,4,2019-03-15
3279,10865,1,2019-03-19
3323,10865,3,2019-03-20
3645,10865,9,2019-03-26
2192,10866,1,2019-02-07
2258,10866,3,2019-02-12
2281,10866,9,2019-02-13
2193,10867,1,2019-02-01
2232,10867,3,2019-02-11
2368,10867,9,2019-02-18
2194,10868,1,2019-02-01
2240,10868,4,2019-02-11
2241,10868,3,2019-02-11
2346,10868,9,2019-02-15
2195,10869,1,2019-01-29
2197,10869,4,2019-02-08
2198,10869,1,2019-02-08
2199,10869,9,2019-02-08
2207,10870,1,2019-02-08
2282,10870,3,2019-02-13
3052,10870,9,2019-03-13
2209,10871,1,2019-02-08
2283,10871,3,2019-02-13
2417,10871,1,2019-02-19
2431,10871,9,2019-02-21
2221,10872,1,2019-02-08
2224,10872,4,2019-02-11
2260,10872,1,2019-02-12
2338,10872,3,2019-02-15
2476,10872,9,2019-02-22
2222,10873,1,2019-02-08
2227,10873,4,2019-02-11
2251,10873,1,2019-02-12
2344,10873,3,2019-02-15
2430,10873,9,2019-02-21
2223,10874,1,2019-02-11
2225,10874,4,2019-02-11
2877,10874,3,2019-03-08
2923,10874,9,2019-03-12
2228,10875,2,2019-02-11
2253,10875,9,2019-02-12
2229,10876,1,2019-02-07
2333,10876,3,2019-02-15
2559,10876,9,2019-02-27
2230,10877,2,2019-02-11
2242,10877,9,2019-02-11
2244,10878,2,2019-02-11
2276,10878,9,2019-02-13
2245,10879,2,2019-02-11
2343,10879,9,2019-02-15
2246,10880,2,2019-02-11
2289,10880,9,2019-02-14
2247,10881,2,2019-02-11
2287,10881,9,2019-02-14
2248,10882,1,2019-02-11
2256,10882,4,2019-02-12
2615,10882,1,2019-02-28
2669,10882,3,2019-03-04
2748,10882,4,2019-03-06
3578,10882,9,2019-03-22
2249,10883,1,2019-02-11
2252,10883,4,2019-02-12
2286,10883,3,2019-02-14
2574,10883,9,2019-02-27
2259,10884,2,2019-02-12
2274,10884,9,2019-02-13
2261,10885,2,2019-02-12
2288,10885,9,2019-02-14
2262,10886,2,2019-02-12
2471,10886,9,2019-02-22
2264,10887,1,2019-02-12
2356,10887,3,2019-02-15
2573,10887,4,2019-02-27
2601,10887,9,2019-02-27
2265,10888,1,2019-02-12
2266,10888,4,2019-02-12
2337,10888,1,2019-02-15
2410,10888,4,2019-02-19
2469,10888,1,2019-02-22
2627,10888,3,2019-03-01
2793,10888,9,2019-03-07
2272,10889,1,2019-02-12
2273,10889,4,2019-02-13
2374,10889,1,2019-02-18
2376,10889,9,2019-02-18
2275,10890,1,2019-02-13
2279,10890,9,2019-02-13
2277,10891,1,2019-02-13
2280,10891,9,2019-02-13
2290,10892,2,2019-02-14
2345,10892,9,2019-02-15
2291,10893,2,2019-02-14
2347,10893,9,2019-02-15
2292,10894,2,2019-02-14
2348,10894,9,2019-02-15
2293,10895,1,2019-02-13
2295,10895,4,2019-02-14
2412,10895,9,2019-02-19
2294,10896,1,2019-02-14
2300,10896,4,2019-02-14
2342,10896,1,2019-02-15
2367,10896,3,2019-02-18
2405,10896,9,2019-02-19
2296,10897,2,2019-02-14
2349,10897,9,2019-02-15
2297,10898,2,2019-02-14
2350,10898,9,2019-02-15
2298,10899,2,2019-02-14
2324,10899,9,2019-02-15
2299,10900,2,2019-02-14
2359,10900,9,2019-02-18
2301,10901,1,2019-02-14
2303,10901,9,2019-02-14
2302,10902,2,2019-02-14
2360,10902,9,2019-02-18
2304,10903,2,2019-02-14
2361,10903,9,2019-02-18
2306,10904,2,2019-02-14
2363,10904,9,2019-02-18
2307,10905,2,2019-02-14
2364,10905,9,2019-02-18
2308,10906,2,2019-02-14
2335,10906,9,2019-02-15
2309,10907,2,2019-02-14
2336,10907,9,2019-02-15
2310,10908,2,2019-02-14
2339,10908,9,2019-02-15
2311,10909,2,2019-02-14
2365,10909,9,2019-02-18
2312,10910,2,2019-02-14
2366,10910,9,2019-02-18
2313,10911,2,2019-02-14
2358,10911,9,2019-02-15
2314,10912,2,2019-02-14
2357,10912,9,2019-02-15
2315,10913,2,2019-02-14
2355,10913,9,2019-02-15
2316,10914,2,2019-02-14
2354,10914,9,2019-02-15
2317,10915,2,2019-02-14
2353,10915,9,2019-02-15
2318,10916,2,2019-02-14
2352,10916,9,2019-02-15
2319,10917,2,2019-02-14
2351,10917,9,2019-02-15
2321,10918,1,2019-02-14
2325,10918,9,2019-02-15
2322,10919,1,2019-02-14
2326,10919,9,2019-02-15
2323,10920,1,2019-02-14
2329,10920,4,2019-02-15
2362,10920,9,2019-02-18
2327,10921,1,2019-02-11
2328,10921,9,2019-02-15
2330,10922,2,2019-02-15
2385,10922,9,2019-02-18
2331,10923,2,2019-02-15
2382,10923,9,2019-02-18
2332,10924,2,2019-02-15
2369,10924,9,2019-02-18
2334,10925,2,2019-02-15
2386,10925,9,2019-02-18
2340,10926,1,2019-02-15
2371,10926,9,2019-02-18
2341,10927,1,2019-02-15
2379,10927,3,2019-02-18
3880,10927,9,2019-03-29
2370,10928,1,2019-02-18
2375,10928,9,2019-02-18
2372,10929,2,2019-02-18
2387,10929,9,2019-02-18
2373,10930,2,2019-02-18
2383,10930,9,2019-02-18
2377,10931,1,2019-02-18
2378,10931,4,2019-02-18
2384,10931,9,2019-02-18
2380,10932,1,2019-02-18
2381,10932,9,2019-02-18
2388,10933,2,2019-02-18
2404,10933,9,2019-02-19
2389,10934,2,2019-02-18
2406,10934,9,2019-02-19
2390,10935,1,2019-02-18
2392,10935,4,2019-02-18
2393,10935,1,2019-02-18
2398,10935,9,2019-02-18
2391,10936,2,2019-02-18
2400,10936,9,2019-02-18
2394,10937,2,2019-02-18
2411,10937,9,2019-02-19
2395,10938,2,2019-02-18
2420,10938,9,2019-02-20
2396,10939,1,2019-02-18
2397,10939,4,2019-02-18
2433,10939,3,2019-02-21
3642,10939,4,2019-03-26
3644,10939,9,2019-03-26
2401,10940,2,2019-02-18
2421,10940,9,2019-02-20
2402,10941,2,2019-02-18
2408,10941,9,2019-02-19
2403,10942,1,2019-02-18
2472,10942,3,2019-02-22
2604,10942,9,2019-02-28
2413,10943,1,2019-02-19
2414,10943,4,2019-02-19
3493,10943,1,2019-03-21
3675,10943,3,2019-03-27
3689,10943,4,2019-03-27
3741,10943,3,2019-03-28
3750,10943,9,2019-03-28
2415,10944,1,2019-02-19
2416,10944,4,2019-02-19
2608,10944,1,2019-02-28
2609,10944,4,2019-02-28
2879,10944,9,2019-03-08
2418,10945,2,2019-02-19
2436,10945,1,2019-02-21
2473,10945,3,2019-02-22
3162,10945,9,2019-03-18
2419,10946,1,2019-02-19
2478,10946,3,2019-02-22
2622,10946,9,2019-02-28
2422,10947,1,2019-02-20
2423,10947,4,2019-02-20
2432,10947,1,2019-02-21
2520,10947,9,2019-02-25
2424,10948,1,2019-02-20
2435,10948,4,2019-02-21
2602,10948,1,2019-02-28
2667,10948,3,2019-03-04
2892,10948,9,2019-03-08
2425,10949,1,2019-02-20
2426,10949,4,2019-02-20
2429,10949,1,2019-02-21
2434,10949,9,2019-02-21
2427,10950,1,2019-02-20
2477,10950,4,2019-02-22
3567,10950,1,2019-03-22
3568,10950,9,2019-03-22
2437,10951,2,2019-02-21
2496,10951,9,2019-02-22
2438,10952,2,2019-02-21
2494,10952,9,2019-02-22
2439,10953,2,2019-02-21
2493,10953,9,2019-02-22
2440,10954,2,2019-02-21
2492,10954,9,2019-02-22
2441,10955,2,2019-02-21
2491,10955,9,2019-02-22
2443,10956,2,2019-02-21
2585,10956,9,2019-02-27
2444,10957,2,2019-02-21
2490,10957,9,2019-02-22
2445,10958,1,2019-02-21
2524,10958,9,2019-02-26
2446,10959,2,2019-02-21
2489,10959,9,2019-02-22
2447,10960,1,2019-02-21
2463,10960,4,2019-02-22
2470,10960,1,2019-02-22
2680,10960,3,2019-03-04
2873,10960,9,2019-03-08
2448,10961,1,2019-02-21
2450,10961,4,2019-02-21
2459,10961,9,2019-02-21
2449,10962,1,2019-02-19
2462,10962,4,2019-02-22
2813,10962,1,2019-03-07
2944,10962,9,2019-03-12
2451,10963,2,2019-02-21
2488,10963,9,2019-02-22
2452,10964,2,2019-02-21
2454,10964,9,2019-02-21
2453,10965,2,2019-02-21
2487,10965,9,2019-02-22
2455,10966,2,2019-02-21
2485,10966,9,2019-02-22
2456,10967,2,2019-02-21
2484,10967,9,2019-02-22
2457,10968,2,2019-02-21
2483,10968,9,2019-02-22
2458,10969,2,2019-02-21
2481,10969,9,2019-02-22
2460,10970,2,2019-02-21
2480,10970,9,2019-02-22
2461,10971,2,2019-02-21
2479,10971,9,2019-02-22
2464,10972,1,2019-02-21
2557,10972,9,2019-02-26
2466,10973,1,2019-02-20
2467,10973,4,2019-02-22
2523,10973,9,2019-02-26
2482,10974,1,2019-02-19
2550,10974,3,2019-02-26
2614,10974,4,2019-02-28
2666,10974,3,2019-03-04
2668,10974,4,2019-03-04
2699,10974,9,2019-03-05
2486,10975,2,2019-02-22
2544,10975,9,2019-02-26
2495,10976,2,2019-02-22
2504,10976,9,2019-02-25
2497,10977,2,2019-02-22
2542,10977,9,2019-02-26
2498,10978,2,2019-02-22
2541,10978,9,2019-02-26
2499,10979,2,2019-02-22
2539,10979,9,2019-02-26
2500,10980,2,2019-02-22
2538,10980,9,2019-02-26
2501,10981,2,2019-02-22
2536,10981,9,2019-02-26
2502,10982,1,2019-02-22
2561,10982,9,2019-02-27
2503,10983,1,2019-02-22
2552,10983,9,2019-02-26
2505,10984,1,2019-02-25
2510,10984,3,2019-02-25
2522,10984,9,2019-02-26
2506,10985,1,2019-02-22
2527,10985,3,2019-02-26
2560,10985,9,2019-02-27
2507,10986,1,2019-02-25
2687,10986,4,2019-03-04
2772,10986,1,2019-03-06
2828,10986,3,2019-03-07
2922,10986,9,2019-03-12
2508,10987,1,2019-02-22
2509,10987,4,2019-02-25
2513,10987,1,2019-02-25
2562,10987,3,2019-02-27
2605,10987,9,2019-02-28
2511,10988,2,2019-02-25
2546,10988,9,2019-02-26
2512,10989,2,2019-02-25
2545,10989,9,2019-02-26
2514,10990,2,2019-02-25
2554,10990,9,2019-02-26
2515,10991,2,2019-02-25
2586,10991,9,2019-02-27
2516,10992,2,2019-02-25
2587,10992,9,2019-02-27
2517,10993,2,2019-02-25
2589,10993,9,2019-02-27
2519,10994,2,2019-02-25
2590,10994,9,2019-02-27
2521,10995,1,2019-02-25
2553,10995,9,2019-02-26
2526,10996,2,2019-02-26
2591,10996,9,2019-02-27
2528,10997,1,2019-02-26
2531,10997,4,2019-02-26
2643,10997,1,2019-03-01
2654,10997,4,2019-03-01
3282,10997,3,2019-03-19
3786,10997,4,2019-03-28
3917,10997,1,2019-04-01
4167,10997,3,2019-04-04
4198,10997,9,2019-04-04
2529,10998,2,2019-02-26
2603,10998,9,2019-02-28
2530,10999,2,2019-02-26
2593,10999,9,2019-02-27
2532,11000,2,2019-02-26
2613,11000,9,2019-02-28
2533,11001,1,2019-02-26
2535,11001,9,2019-02-26
2534,11002,2,2019-02-26
2596,11002,9,2019-02-27
2537,11003,1,2019-02-26
2543,11003,4,2019-02-26
2551,11003,9,2019-02-26
2540,11004,2,2019-02-26
2594,11004,9,2019-02-27
2547,11005,2,2019-02-26
2597,11005,9,2019-02-27
2548,11006,2,2019-02-26
2598,11006,9,2019-02-27
2555,11007,1,2019-02-26
2556,11007,4,2019-02-26
2762,11007,1,2019-03-06
2911,11007,9,2019-03-08
2558,11008,2,2019-02-26
2599,11008,9,2019-02-27
2563,11009,2,2019-02-27
2579,11009,9,2019-02-27
2564,11010,2,2019-02-27
2600,11010,9,2019-02-27
2565,11011,1,2019-02-25
2575,11011,4,2019-02-27
2612,11011,1,2019-02-28
2763,11011,3,2019-03-06
3032,11011,9,2019-03-13
2566,11012,2,2019-02-27
2628,11012,9,2019-03-01
2567,11013,1,2019-02-27
2576,11013,4,2019-02-27
2704,11013,1,2019-03-05
3005,11013,3,2019-03-13
3068,11013,9,2019-03-14
2568,11014,2,2019-02-27
2629,11014,9,2019-03-01
2569,11015,1,2019-02-27
2577,11015,4,2019-02-27
2625,11015,1,2019-03-01
2875,11015,3,2019-03-08
2999,11015,9,2019-03-13
2570,11016,2,2019-02-27
2630,11016,9,2019-03-01
2571,11017,1,2019-02-27
2572,11017,4,2019-02-27
2611,11017,1,2019-02-28
3026,11017,3,2019-03-13
3065,11017,4,2019-03-14
3646,11017,9,2019-03-26
2578,11018,2,2019-02-27
2631,11018,9,2019-03-01
2580,11019,1,2019-02-27
2582,11019,4,2019-02-27
3571,11019,1,2019-03-22
3890,11019,3,2019-03-29
4319,11019,9,2019-04-08
2581,11020,2,2019-02-27
2632,11020,9,2019-03-01
2583,11021,2,2019-02-27
2636,11021,9,2019-03-01
2584,11022,1,2019-02-27
2588,11022,4,2019-02-27
2759,11022,1,2019-03-06
2859,11022,4,2019-03-07
4140,11022,3,2019-04-03
4725,11022,9,2019-04-17
2592,11023,1,2019-02-27
2595,11023,4,2019-02-27
2626,11023,3,2019-03-01
2685,11023,9,2019-03-04
2606,11024,1,2019-02-28
2607,11024,4,2019-02-28
3950,11024,1,2019-04-01
4279,11024,3,2019-04-05
4320,11024,9,2019-04-08
2610,11025,2,2019-02-28
2719,11025,9,2019-03-05
2616,11026,2,2019-02-28
2633,11026,9,2019-03-01
2617,11027,2,2019-02-28
2637,11027,9,2019-03-01
2618,11028,2,2019-02-28
2639,11028,9,2019-03-01
2619,11029,2,2019-02-28
2644,11029,9,2019-03-01
2620,11030,2,2019-02-28
2647,11030,9,2019-03-01
2621,11031,2,2019-02-28
2648,11031,9,2019-03-01
2624,11032,2,2019-02-28
2650,11032,9,2019-03-01
2634,11033,2,2019-03-01
2670,11033,9,2019-03-04
2635,11034,1,2019-03-01
2641,11034,4,2019-03-01
2665,11034,1,2019-03-04
2674,11034,3,2019-03-04
2698,11034,9,2019-03-05
2638,11035,2,2019-03-01
2671,11035,9,2019-03-04
2640,11036,2,2019-03-01
2672,11036,9,2019-03-04
2642,11037,2,2019-03-01
2653,11037,9,2019-03-01
2645,11038,2,2019-03-01
2673,11038,9,2019-03-04
2646,11039,2,2019-03-01
2675,11039,9,2019-03-04
2649,11040,2,2019-03-01
2655,11040,9,2019-03-01
2651,11041,2,2019-03-01
2676,11041,9,2019-03-04
2652,11042,2,2019-03-01
2677,11042,9,2019-03-04
2656,11043,2,2019-03-01
2678,11043,9,2019-03-04
2657,11044,2,2019-03-01
2679,11044,9,2019-03-04
2658,11045,2,2019-03-01
2681,11045,9,2019-03-04
2659,11046,2,2019-03-01
2682,11046,9,2019-03-04
2660,11047,1,2019-03-01
2664,11047,4,2019-03-01
3007,11047,3,2019-03-13
3077,11047,4,2019-03-14
3647,11047,3,2019-03-26
3697,11047,9,2019-03-27
2661,11048,2,2019-03-01
2683,11048,9,2019-03-04
2663,11049,2,2019-03-01
2684,11049,9,2019-03-04
2686,11050,2,2019-03-04
2688,11050,9,2019-03-04
2689,11051,2,2019-03-04
2710,11051,9,2019-03-05
2690,11052,2,2019-03-04
2711,11052,9,2019-03-05
2691,11053,2,2019-03-04
2712,11053,9,2019-03-05
2692,11054,1,2019-03-04
2694,11054,9,2019-03-04
2693,11055,2,2019-03-04
2714,11055,9,2019-03-05
2695,11056,2,2019-03-04
2716,11056,9,2019-03-05
2696,11057,2,2019-03-04
2717,11057,9,2019-03-05
2697,11058,2,2019-03-04
2718,11058,9,2019-03-05
2700,11059,1,2019-03-04
2701,11059,9,2019-03-05
2702,11060,1,2019-03-05
2703,11060,4,2019-03-05
2707,11060,9,2019-03-05
2705,11061,1,2019-03-05
2706,11061,4,2019-03-05
2773,11061,1,2019-03-06
3034,11061,9,2019-03-13
2708,11062,1,2019-03-05
2709,11062,4,2019-03-05
2767,11062,3,2019-03-06
2800,11062,9,2019-03-07
2713,11063,1,2019-03-05
2715,11063,4,2019-03-05
3621,11063,1,2019-03-22
3688,11063,4,2019-03-27
3911,11063,9,2019-03-29
2720,11064,2,2019-03-05
2781,11064,9,2019-03-07
2721,11065,1,2019-03-05
2722,11065,9,2019-03-05
2723,11066,2,2019-03-05
2780,11066,9,2019-03-07
2724,11067,1,2019-03-05
2726,11067,4,2019-03-05
3031,11067,9,2019-03-13
2725,11068,2,2019-03-05
2782,11068,9,2019-03-07
2727,11069,2,2019-03-05
2783,11069,9,2019-03-07
2728,11070,2,2019-03-05
2784,11070,9,2019-03-07
2729,11071,2,2019-03-05
2785,11071,9,2019-03-07
2730,11072,2,2019-03-05
2786,11072,9,2019-03-07
2731,11073,2,2019-03-05
2789,11073,9,2019-03-07
2732,11074,2,2019-03-05
2791,11074,9,2019-03-07
2733,11075,2,2019-03-05
2794,11075,9,2019-03-07
2734,11076,2,2019-03-05
2796,11076,9,2019-03-07
2735,11077,2,2019-03-05
2797,11077,9,2019-03-07
2736,11078,2,2019-03-05
2799,11078,9,2019-03-07
2737,11079,2,2019-03-05
2801,11079,9,2019-03-07
2738,11080,2,2019-03-05
2802,11080,9,2019-03-07
2739,11081,2,2019-03-05
2804,11081,9,2019-03-07
2740,11082,2,2019-03-05
4391,11082,9,2019-04-09
2741,11083,2,2019-03-05
3659,11083,9,2019-03-26
2742,11088,1,2019-03-05
2743,11088,4,2019-03-06
2754,11088,1,2019-03-06
2760,11088,9,2019-03-06
2744,11089,1,2019-03-05
2745,11089,4,2019-03-06
2757,11089,1,2019-03-06
2758,11089,9,2019-03-06
2746,11090,2,2019-03-06
2816,11090,9,2019-03-07
2747,11091,2,2019-03-06
2814,11091,9,2019-03-07
2749,11092,2,2019-03-06
2812,11092,9,2019-03-07
2750,11093,2,2019-03-06
2805,11093,9,2019-03-07
2751,11094,2,2019-03-06
2809,11094,9,2019-03-07
2752,11095,2,2019-03-06
2806,11095,9,2019-03-07
2753,11096,2,2019-03-06
3661,11096,9,2019-03-26
2755,11097,2,2019-03-06
2818,11097,9,2019-03-07
2756,11098,2,2019-03-06
3670,11098,9,2019-03-26
2761,11099,2,2019-03-06
2768,11099,9,2019-03-06
2764,11100,1,2019-03-06
2766,11100,9,2019-03-06
2765,11101,2,2019-03-06
3665,11101,9,2019-03-26
2769,11102,2,2019-03-06
3349,11102,9,2019-03-20
2770,11103,2,2019-03-06
2820,11103,9,2019-03-07
2771,11104,2,2019-03-06
2819,11104,9,2019-03-07
2774,11105,2,2019-03-06
2822,11105,9,2019-03-07
2775,11106,2,2019-03-06
2823,11106,9,2019-03-07
2776,11107,2,2019-03-06
2827,11107,9,2019-03-07
2777,11108,2,2019-03-06
2826,11108,9,2019-03-07
2778,11109,1,2019-03-05
2779,11109,4,2019-03-07
2821,11109,1,2019-03-07
2848,11109,4,2019-03-07
3066,11109,1,2019-03-14
3171,11109,3,2019-03-18
4724,11109,9,2019-04-17
2787,11110,1,2019-02-22
2790,11110,4,2019-03-07
3406,11110,1,2019-03-20
3566,11110,9,2019-03-22
2788,11111,2,2019-03-07
2893,11111,9,2019-03-08
2792,11112,2,2019-03-07
2894,11112,9,2019-03-08
2795,11113,2,2019-03-07
2895,11113,9,2019-03-08
2798,11114,2,2019-03-07
2846,11114,9,2019-03-07
2803,11115,2,2019-03-07
2896,11115,9,2019-03-08
2807,11116,2,2019-03-07
2897,11116,9,2019-03-08
2808,11117,1,2019-03-06
2811,11117,4,2019-03-07
2883,11117,1,2019-03-08
3273,11117,3,2019-03-19
4340,11117,9,2019-04-08
2810,11118,2,2019-03-07
2898,11118,9,2019-03-08
2815,11119,2,2019-03-07
2899,11119,9,2019-03-08
2817,11120,2,2019-03-07
2847,11120,9,2019-03-07
2824,11121,1,2019-03-07
2839,11121,3,2019-03-07
2998,11121,1,2019-03-13
3014,11121,3,2019-03-13
3156,11121,9,2019-03-15
2825,11122,2,2019-03-07
2900,11122,9,2019-03-08
2829,11123,2,2019-03-07
2901,11123,9,2019-03-08
2830,11124,2,2019-03-07
2902,11124,9,2019-03-08
2831,11125,2,2019-03-07
2903,11125,9,2019-03-08
2832,11126,2,2019-03-07
2904,11126,9,2019-03-08
2833,11127,2,2019-03-07
2905,11127,9,2019-03-08
2834,11128,2,2019-03-07
2906,11128,9,2019-03-08
2835,11129,1,2019-03-07
2841,11129,4,2019-03-07
2974,11129,9,2019-03-12
2836,11130,2,2019-03-07
2907,11130,9,2019-03-08
2837,11131,2,2019-03-07
2908,11131,9,2019-03-08
2838,11132,2,2019-03-07
2909,11132,9,2019-03-08
2840,11133,2,2019-03-07
2910,11133,9,2019-03-08
2842,11134,2,2019-03-07
2912,11134,9,2019-03-08
2843,11135,1,2019-03-07
2845,11135,4,2019-03-07
2968,11135,3,2019-03-12
3067,11135,9,2019-03-14
2844,11136,2,2019-03-07
2915,11136,9,2019-03-12
2849,11137,1,2019-03-07
2850,11137,4,2019-03-07
2876,11137,1,2019-03-08
2886,11137,9,2019-03-08
2851,11138,1,2019-03-07
2913,11138,9,2019-03-08
2852,11139,2,2019-03-07
2858,11139,9,2019-03-07
2853,11140,2,2019-03-07
2916,11140,9,2019-03-12
2854,11141,2,2019-03-07
2917,11141,9,2019-03-12
2855,11142,2,2019-03-07
2918,11142,9,2019-03-12
2856,11143,2,2019-03-07
2881,11143,9,2019-03-08
2857,11144,2,2019-03-07
2919,11144,9,2019-03-12
2860,11145,2,2019-03-07
2920,11145,9,2019-03-12
2861,11149,2,2019-03-07
2921,11149,9,2019-03-12
2862,11150,2,2019-03-07
2924,11150,9,2019-03-12
2863,11151,2,2019-03-07
2925,11151,9,2019-03-12
2864,11152,2,2019-03-07
2926,11152,9,2019-03-12
2865,11153,2,2019-03-07
2927,11153,9,2019-03-12
2866,11154,2,2019-03-07
2928,11154,9,2019-03-12
2867,11155,2,2019-03-07
2929,11155,9,2019-03-12
2868,11156,2,2019-03-07
2930,11156,9,2019-03-12
2869,11157,2,2019-03-07
2932,11157,9,2019-03-12
2870,11158,2,2019-03-07
2933,11158,9,2019-03-12
2871,11159,2,2019-03-07
2934,11159,9,2019-03-12
2872,11160,2,2019-03-07
