ID,ComplainDate,CompletionDate,CustomerID,BrokerID,ProductID,ComplainPriorityID,ComplainTypeID,ComplainSourceID,ComplainCategoryID,ComplainStatusID,AdministratorID,ClientSatisfaction,ExpectedReimbursement
1403,2012-12-28,2013-01-18,1911085,10892,2,2,5,5,58,9,98,Not Rated,0.0
1404,2012-12-28,2012-12-28,1785771,10978,12,1,8,8,40,9,98,Not Rated,0.0
1405,2012-12-28,2013-02-25,1910414,1692,40,2,7,5,32,9,98,NSA,0.0
1406,2012-12-28,2012-12-28,18283,11123,69,1,8,8,40,9,98,NSA,0.0
1407,2012-12-31,2013-01-09,1863288,11063,28,2,2,1,18,9,98,SAT,0.0
1408,2013-01-02,2013-02-08,894204,12102,33,2,6,5,11,9,98,NSA,0.0
1409,2013-01-02,2013-01-18,294740,10659,12,2,6,5,58,9,98,SAT,0.0
1410,2013-01-02,2013-01-29,1882109,1962,69,2,3,7,15,9,98,Not Rated,0.0
1411,2013-01-02,2013-01-10,358302,345,68,2,2,5,13,9,98,Not Rated,0.0
1412,2013-01-02,2013-01-31,873720,1994,46,2,2,5,15,9,98,Not Rated,0.0
1413,2013-01-02,2013-01-22,289582,10379,63,2,3,5,50,9,98,NSA,0.0
1422,2013-01-04,2013-02-21,501728,2316,52,2,3,5,40,9,98,NSA,0.0
1423,2013-01-03,2013-01-09,465544,8742,38,2,7,7,15,9,98,SAT,0.0
1424,2013-01-03,2013-01-23,1708641,10898,69,2,2,7,34,9,98,Not Rated,0.0
1425,2013-01-04,2013-01-09,827837,11146,49,2,3,7,11,9,98,SAT,0.0
1426,2013-01-04,2013-01-17,312977,1499,23,2,5,7,45,9,98,Not Rated,0.0
1427,2013-01-07,2013-01-07,1803176,10802,36,1,8,8,10,9,98,Not Rated,0.0
1431,2012-12-24,2013-01-31,1793233,9923,53,2,3,5,57,9,98,NSA,0.0
1432,2013-01-07,2013-01-22,349838,8461,22,2,5,5,10,9,98,Not Rated,0.0
1433,2013-01-07,2013-02-01,793185,11954,36,2,5,5,10,9,98,Not Rated,0.0
1435,2013-01-07,2013-01-18,1797744,1695,72,2,6,5,15,9,98,SAT,0.0
1442,2013-01-08,2013-01-18,1834731,11638,52,2,5,7,15,9,98,SAT,0.0
1443,2013-01-08,2013-01-15,233802,11487,41,2,3,7,31,9,98,Not Rated,0.0
1445,2013-01-08,2013-01-16,799091,2696,25,1,8,8,4,9,98,SAT,0.0
1446,2013-01-08,2013-01-28,605807,11171,62,2,3,5,58,9,98,SAT,0.0
1447,2013-01-08,2013-02-25,895848,2532,8,2,5,5,11,9,98,NSA,0.0
1448,2013-01-08,2013-01-22,1942803,11122,33,2,6,5,50,9,98,NSA,0.0
1450,2013-01-08,2013-03-06,373407,12475,25,2,6,5,58,9,98,SAT,0.0
1451,2013-01-08,2013-01-16,20924,1106,74,1,8,8,31,9,98,Not Rated,0.0
1452,2013-01-09,2013-01-17,844080,1291,32,1,8,8,15,9,98,Not Rated,0.0
1453,2013-01-09,2013-01-25,2306589,1201,37,1,8,8,10,9,98,Not Rated,0.0
1454,2013-01-09,2013-01-16,2104613,9901,40,2,5,5,18,9,98,Not Rated,0.0
1455,2013-01-09,2013-01-18,1898547,10536,45,2,2,7,18,9,98,Not Rated,0.0
1456,2013-01-09,2013-02-19,888382,10337,2,2,6,5,18,9,98,SAT,0.0
1458,2013-01-09,2013-01-25,1758547,10989,15,2,8,8,19,9,98,Not Rated,0.0
1460,2013-01-10,2013-01-10,471619,9634,74,1,8,8,18,9,98,Not Rated,0.0
1461,2013-01-10,2013-01-10,358324,10337,71,2,6,5,45,9,98,NSA,0.0
1462,2013-01-10,2013-01-23,1675199,11156,37,1,8,8,18,9,98,Not Rated,0.0
1463,2013-01-10,2013-02-13,1786931,11621,64,2,6,5,11,9,98,SAT,0.0
1464,2013-01-10,2013-01-23,2407312,11788,28,2,5,5,45,9,98,NSA,0.0
1467,2013-01-10,2013-02-01,2116035,1275,75,2,6,5,40,9,98,NSA,0.0
1468,2013-01-10,2013-02-21,98195,8662,52,2,6,5,58,9,98,Not Rated,0.0
1469,2013-01-10,2013-02-07,676077,12356,33,2,6,5,58,9,98,SAT,0.0
1470,2013-01-10,2013-02-06,1788944,12066,15,2,2,7,32,9,98,Not Rated,0.0
1471,2013-01-11,2013-01-25,1709752,1239,62,2,4,7,50,9,98,NSA,0.0
1472,2013-01-11,2013-01-16,2419950,2309,41,1,8,8,19,9,98,Not Rated,0.0
1473,2013-01-11,2013-01-28,205393,9729,8,2,3,7,50,9,98,NSA,0.0
1475,2013-01-11,2013-01-15,2289542,9021,55,1,8,8,18,9,98,SAT,0.0
1476,2013-01-11,2013-01-15,1897678,12603,66,2,5,5,58,9,98,SAT,0.0
1477,2013-01-14,2013-01-16,1807130,2230,60,1,8,8,18,9,98,Not Rated,0.0
1478,2013-01-14,2013-01-23,1866584,11107,38,1,8,8,18,9,98,Not Rated,0.0
1479,2013-01-03,2013-01-29,158521,2206,42,2,3,5,15,9,98,NSA,0.0
1480,2013-01-14,2013-01-22,2088771,1956,47,1,8,8,23,9,98,SAT,0.0
1481,2013-01-14,2013-01-16,8040,10073,77,2,2,7,18,9,98,Not Rated,0.0
1482,2013-01-14,2013-01-24,1822557,9803,44,2,5,7,15,9,98,SAT,0.0
1483,2013-01-14,2013-01-21,52702,9933,24,2,5,7,18,9,98,Not Rated,0.0
1485,2013-01-14,2013-01-31,2519412,49,37,2,6,5,11,9,98,SAT,0.0
1488,2013-01-15,2013-01-25,1858488,12246,2,2,2,7,18,9,98,Not Rated,0.0
1489,2013-01-15,2013-01-25,630942,12428,52,2,2,7,18,9,98,Not Rated,0.0
1490,2013-01-15,2013-02-21,137344,12120,49,2,3,5,11,9,98,NSA,0.0
1491,2013-01-15,2013-03-06,1885795,11160,75,2,3,5,11,9,98,SAT,0.0
1492,2013-01-15,2013-01-29,497166,345,40,2,6,5,45,9,98,Not Rated,0.0
1493,2013-01-15,2013-02-08,1842076,9370,54,2,5,5,10,9,98,NSA,0.0
1494,2013-01-15,2013-02-14,357170,10948,23,2,5,5,4,9,98,NSA,0.0
1495,2013-01-15,2013-02-08,727990,12333,75,2,6,5,58,9,98,SAT,0.0
1497,2013-01-15,2013-02-27,1841028,12475,55,2,6,5,58,9,98,Not Rated,0.0
1498,2013-01-15,2013-02-13,1854675,8991,54,2,6,5,58,9,98,SAT,0.0
1499,2013-01-15,2013-03-29,1888810,11904,57,2,6,5,11,9,98,SAT,0.0
1500,2013-01-16,2013-02-14,274333,11044,41,2,6,5,58,9,98,SAT,0.0
1501,2013-01-16,2013-01-16,747628,9901,44,1,8,8,32,9,98,SAT,0.0
1503,2013-01-16,2013-01-16,1850046,11621,48,2,7,7,18,9,98,Not Rated,0.0
1504,2013-01-16,2013-01-17,877340,2507,55,2,7,7,42,9,98,Not Rated,0.0
1505,2013-01-16,2013-02-07,283840,11558,54,1,6,5,18,9,98,Not Rated,0.0
1506,2013-01-03,2013-02-01,262162,12176,8,2,6,5,18,9,98,SAT,0.0
1507,2013-01-16,2013-02-18,758227,2322,22,2,6,5,58,9,98,SAT,0.0
1508,2013-01-16,2013-02-08,1822120,2322,21,1,8,8,55,9,98,Not Rated,0.0
1509,2013-01-16,2013-02-06,2103580,9022,46,2,3,5,40,9,98,SAT,0.0
1510,2013-01-16,2013-03-15,1800005,10618,69,2,3,5,58,9,98,NSA,0.0
1511,2013-01-16,2013-01-24,1804989,2666,54,2,2,7,18,9,98,Not Rated,0.0
1513,2013-01-17,2013-01-17,1757534,11066,76,1,8,8,11,9,98,Not Rated,0.0
1514,2012-12-07,2013-01-17,1856889,8113,72,2,3,5,52,9,98,Not Rated,0.0
1515,2013-01-17,2013-01-25,1690018,9798,75,1,8,8,18,9,98,Not Rated,0.0
1516,2013-01-17,2013-01-29,2055696,12328,43,1,8,8,11,9,98,Not Rated,0.0
1518,2013-01-17,2013-03-06,444196,2659,22,2,3,5,58,9,98,Not Rated,0.0
1519,2013-01-17,2013-02-07,2287339,10297,38,1,8,8,18,9,98,Not Rated,0.0
1520,2013-01-17,2013-03-06,127482,8965,71,2,3,5,13,9,98,NSA,0.0
1521,2013-01-17,2013-01-25,628977,9892,1,1,8,8,18,9,98,Not Rated,0.0
1522,2013-01-17,2013-01-25,646149,10676,29,1,8,8,18,9,98,Not Rated,0.0
1523,2013-01-17,2013-03-29,2243321,11158,16,2,3,5,9,9,98,NSA,0.0
1524,2013-01-17,2013-02-08,840244,645,9,2,4,7,15,9,98,Not Rated,0.0
1525,2013-01-17,2013-01-25,895592,11806,50,1,8,8,18,9,98,Not Rated,0.0
1526,2013-01-17,2013-01-29,781572,12181,76,1,8,8,18,9,98,Not Rated,0.0
1527,2013-01-18,2013-01-29,691711,11263,10,1,8,8,18,9,98,Not Rated,0.0
1528,2013-01-18,2013-01-18,1765925,1239,31,1,8,8,18,9,98,Not Rated,0.0
1529,2013-01-18,2013-02-08,363805,781,63,1,3,5,11,9,98,NSA,0.0
1530,2013-01-18,2013-01-21,561259,9647,49,1,8,8,10,9,98,Not Rated,0.0
1531,2013-01-17,2013-04-02,2257763,11011,73,2,6,5,14,9,98,Not Rated,0.0
1532,2013-01-18,2013-02-21,607158,11932,67,2,3,5,57,9,98,Not Rated,0.0
1533,2013-01-18,2013-02-13,1846846,10160,7,2,3,5,40,9,98,SAT,0.0
1534,2013-01-18,2013-01-23,2136261,10443,13,2,3,5,58,9,98,NSA,0.0
1535,2013-01-18,2013-03-05,661516,10116,40,1,4,5,19,9,98,Not Rated,0.0
1536,2013-01-18,2013-01-21,2008224,12229,68,2,6,5,45,9,98,SAT,0.0
1537,2013-01-21,2013-01-22,893284,207,5,1,8,8,6,9,98,SAT,0.0
1538,2013-01-21,2013-02-07,81014,11822,27,2,5,5,58,9,98,Not Rated,0.0
1539,2013-01-21,2013-01-30,568720,8063,67,2,6,5,57,9,98,Not Rated,0.0
1540,2013-01-22,2013-01-22,2092556,11154,40,1,8,8,23,9,98,Not Rated,0.0
1541,2013-01-22,2013-01-22,2036587,11653,30,2,3,7,50,9,98,Not Rated,0.0
1542,2013-01-22,2013-02-08,2068773,1702,66,2,6,5,18,9,98,Not Rated,0.0
1543,2013-01-22,2013-01-22,2417302,11461,16,1,8,8,15,9,98,Not Rated,0.0
1544,2013-02-11,2013-03-04,2462269,11954,7,2,3,5,57,9,98,Not Rated,0.0
1545,2013-01-22,2013-02-14,2223651,9372,75,2,3,5,58,9,98,Not Rated,0.0
1546,2013-01-23,2013-02-21,2136275,8946,37,2,6,5,58,9,98,Not Rated,0.0
1547,2013-01-23,2013-01-25,1861076,11262,38,1,8,8,18,9,98,Not Rated,0.0
1548,2013-01-23,2013-01-24,888694,8662,75,1,8,8,18,9,98,SAT,0.0
1549,2013-01-23,2013-02-01,82301,9000,40,2,3,5,58,9,98,SAT,0.0
1551,2013-01-23,2013-02-13,475807,10160,48,2,3,7,15,9,98,Not Rated,0.0
1553,2013-01-23,2013-02-13,1859991,9210,69,2,3,5,11,9,98,NSA,0.0
1554,2013-01-23,2013-01-23,892266,10720,47,2,3,7,8,9,98,Not Rated,0.0
1555,2013-01-24,2013-02-04,476671,8356,28,1,6,5,14,9,98,Not Rated,0.0
1556,2013-01-24,2013-04-01,405385,10738,72,2,6,5,11,9,98,Not Rated,0.0
1557,2013-01-24,2013-02-08,736516,8953,57,2,3,5,58,9,98,SAT,0.0
1558,2013-01-24,2013-01-29,2134558,9362,2,2,3,5,40,9,98,Not Rated,0.0
1560,2013-02-21,2013-02-21,1990366,2460,30,1,8,8,15,9,98,NSA,0.0
1561,2013-01-25,2013-01-28,1788334,1328,20,2,2,7,18,9,98,Not Rated,0.0
1562,2013-01-25,2013-02-05,1864873,11062,57,2,2,7,15,9,98,SAT,0.0
1563,2013-01-25,2013-02-05,2433477,518,18,2,3,7,25,9,98,Not Rated,0.0
1564,2013-01-25,2013-05-20,1791801,8882,27,2,4,7,15,9,98,NSA,0.0
1565,2013-01-25,2013-02-05,140752,528,73,2,3,5,58,9,98,SAT,0.0
1566,2013-01-25,2013-03-04,1875048,12476,23,2,3,5,58,9,98,SAT,0.0
1567,2013-01-25,2013-03-22,1802551,11263,8,2,3,5,58,9,98,Not Rated,0.0
1568,2013-01-25,2013-02-06,61273,2671,29,1,8,8,15,9,98,NSA,0.0
1570,2013-01-28,2013-01-31,221079,2321,11,2,2,7,18,9,98,SAT,0.0
1571,2013-01-28,2013-02-04,1786949,11788,9,2,3,5,32,9,98,Not Rated,0.0
1572,2013-01-28,2013-03-08,670084,11910,40,2,3,5,40,9,98,SAT,0.0
1573,2013-01-28,2013-02-05,19664,10359,55,1,8,8,3,9,98,Not Rated,0.0
1574,2013-01-28,2013-02-22,1856534,911,51,2,6,5,58,9,98,Not Rated,0.0
1576,2013-01-28,2013-02-08,1806702,8939,16,2,3,5,15,9,98,Not Rated,0.0
1577,2013-01-28,2013-03-13,636891,9726,46,2,3,5,58,9,98,Not Rated,0.0
1578,2013-01-28,2013-02-22,206766,8530,61,1,3,5,44,9,98,SAT,0.0
1579,2013-01-28,2013-02-07,1788306,10994,63,2,3,5,18,9,98,SAT,0.0
1580,2013-01-28,2013-02-05,1876695,11638,70,2,7,7,15,9,98,Not Rated,0.0
1581,2013-01-29,2013-02-18,2114903,10967,25,2,3,5,54,9,98,NSA,0.0
1583,2013-01-29,2013-03-28,260438,461,32,2,3,5,40,9,98,SAT,0.0
1584,2013-01-29,2013-02-08,2107648,10998,50,2,3,5,52,9,98,SAT,0.0
1585,2013-01-30,2013-03-29,73411,11999,25,2,5,5,56,9,98,Not Rated,0.0
1586,2013-01-30,2013-01-30,1808974,12328,30,2,5,5,15,9,98,SAT,0.0
1587,2013-01-30,2013-02-19,2306142,11114,30,2,3,5,40,9,98,SAT,0.0
1591,2013-01-30,2013-02-06,1738302,12087,35,2,7,7,32,9,98,NSA,0.0
1592,2013-01-31,2013-02-11,2102557,8911,2,2,7,7,34,9,98,Not Rated,0.0
1593,2013-01-31,2013-02-22,2116142,10676,19,2,2,7,15,9,98,Not Rated,0.0
1594,2013-01-31,2013-02-11,825585,11147,13,2,2,7,33,9,98,Not Rated,0.0
1595,2013-01-31,2013-02-08,1787239,11849,27,2,5,7,15,9,98,SAT,0.0
1596,2013-01-31,2013-02-14,1817204,11139,67,2,3,7,15,9,98,Not Rated,0.0
1597,2013-01-31,2013-03-08,382664,11972,33,2,6,5,45,9,98,Not Rated,0.0
1598,2013-01-31,2013-03-14,1890718,11244,73,2,6,5,58,9,98,Not Rated,0.0
1599,2013-01-31,2013-02-22,2474311,8965,29,2,5,5,58,9,98,Not Rated,0.0
1600,2013-01-31,2013-03-29,1700687,12127,6,2,6,5,15,9,98,Not Rated,0.0
1601,2013-01-31,2013-02-06,397807,9601,12,2,7,7,15,9,98,SAT,0.0
1602,2013-01-31,2013-01-31,2108365,843,67,1,8,8,47,9,98,Not Rated,0.0
1603,2013-02-01,2013-02-18,877364,9357,45,2,7,5,14,9,98,Not Rated,0.0
1604,2013-02-01,2013-02-19,2400486,11276,63,1,8,8,54,9,98,Not Rated,0.0
1605,2013-02-01,2013-03-06,1836152,10055,11,2,6,5,18,9,98,NSA,0.0
1606,2013-02-01,2013-03-05,657088,9792,46,2,6,5,45,9,98,SAT,0.0
1607,2013-02-01,2013-02-15,2069126,11127,42,2,6,5,15,9,98,SAT,0.0
1608,2013-02-01,2013-03-22,1809729,2478,49,2,6,5,3,9,98,SAT,0.0
1609,2013-02-01,2013-03-06,1895235,10917,52,2,6,5,57,9,98,Not Rated,0.0
1611,2013-02-01,2013-02-15,652097,9813,5,2,3,7,11,9,98,Not Rated,0.0
1612,2013-02-04,2013-03-29,478197,2128,5,2,3,5,3,9,98,SAT,0.0
1613,2013-02-04,2013-02-15,664921,9884,41,2,3,5,40,9,98,SAT,0.0
1615,2013-02-01,2013-03-26,1911104,11062,77,2,3,5,9,9,98,NSA,0.0
1616,2013-02-04,2013-02-06,2103608,11039,38,2,7,7,18,9,98,SAT,0.0
1617,2013-02-05,2013-02-06,540071,11171,5,1,8,8,45,9,98,NSA,0.0
1618,2013-02-05,2013-02-22,2068852,9359,73,2,6,5,3,9,98,Not Rated,0.0
1619,2013-02-06,2013-02-21,2103884,2230,56,2,6,5,50,9,98,NSA,0.0
1620,2013-02-06,2013-02-22,466583,11029,47,2,3,5,58,9,98,Not Rated,0.0
1621,2013-02-06,2013-02-07,695952,12229,70,2,3,5,40,9,98,SAT,0.0
1622,2013-02-06,2013-02-22,50603,10073,16,2,5,5,15,9,98,Not Rated,0.0
1623,2013-02-06,2013-02-06,204047,2129,72,2,3,5,58,9,98,Not Rated,0.0
1624,2013-02-06,2013-03-29,46527,8965,17,2,3,5,58,9,98,Not Rated,0.0
1625,2013-02-06,2013-03-15,1706516,1079,52,2,3,5,3,9,98,SAT,0.0
1626,2013-02-06,2013-04-15,394674,10186,18,2,6,5,32,9,98,Not Rated,0.0
1627,2013-02-06,2013-03-01,2202497,8605,76,2,6,5,15,9,98,SAT,0.0
1628,2013-02-06,2013-02-22,2140729,10112,76,2,6,5,58,9,98,Not Rated,0.0
1629,2013-02-28,2013-04-10,624175,10225,6,2,6,5,38,9,98,Not Rated,0.0
1631,2013-01-23,2013-02-06,2243343,645,26,1,7,8,18,9,98,Not Rated,0.0
1632,2013-02-06,2013-03-06,1720818,133,75,2,3,7,11,9,98,SAT,0.0
1633,2013-02-07,2013-02-27,2138877,2538,25,2,2,7,11,9,98,Not Rated,0.0
1634,2013-02-07,2013-02-18,161297,10659,19,1,8,8,32,9,98,SAT,0.0
1635,2013-02-07,2013-02-12,1811715,8766,31,1,8,8,15,9,98,Not Rated,0.0
1636,2013-02-07,2013-02-07,2116119,8106,25,2,3,5,1,9,98,SAT,0.0
1637,2013-02-07,2013-03-06,82763,11083,67,2,3,5,11,9,98,SAT,0.0
1639,2013-02-07,2013-03-21,614864,11051,1,2,3,5,23,9,98,SAT,0.0
1640,2013-02-07,2013-02-21,1517,8432,20,2,6,5,58,9,98,Not Rated,0.0
1642,2013-02-07,2013-02-28,1825803,11537,46,2,6,5,45,9,98,Not Rated,0.0
1643,2013-02-07,2013-02-07,184363,11461,61,2,3,5,18,9,98,Not Rated,0.0
1644,2013-02-22,2013-04-12,819615,10992,24,2,6,5,45,9,98,Not Rated,0.0
1645,2013-02-07,2013-02-07,451111,8965,27,1,8,8,45,9,98,Not Rated,0.0
1646,2013-02-07,2013-03-13,1814129,10055,39,2,5,5,3,9,98,SAT,0.0
1647,2013-02-07,2013-02-15,886056,10720,53,2,5,5,32,9,98,SAT,0.0
1648,2013-02-27,2013-04-16,1844515,2477,75,1,8,8,25,9,98,NSA,0.0
1649,2013-02-07,2013-02-21,2048505,10379,48,2,5,7,15,9,98,SAT,0.0
1651,2013-02-08,2013-03-29,545376,10359,26,1,2,5,32,9,98,NSA,0.0
1652,2013-02-08,2013-02-27,1752845,242,43,2,3,5,14,9,98,Not Rated,0.0
1653,2013-02-08,2013-02-08,673382,9601,41,2,3,5,50,9,98,NSA,0.0
1654,2013-02-08,2013-04-16,182494,12358,48,2,3,5,58,9,98,SAT,0.0
1656,2013-02-08,2013-02-26,1806860,11182,36,2,3,5,40,9,98,Not Rated,0.0
1657,2013-02-08,2013-03-06,548302,12038,4,2,6,5,3,9,98,NSA,0.0
1658,2013-02-08,2013-02-13,603246,9824,47,1,8,8,23,9,98,Not Rated,0.0
1659,2013-02-08,2013-03-14,2257763,11999,72,1,2,5,45,9,98,NSA,0.0
1660,2013-02-11,2013-03-12,225260,2613,17,2,3,5,45,9,98,NSA,0.0
1661,2013-02-08,2013-02-12,2092556,938,2,2,3,7,46,9,98,Not Rated,0.0
1662,2013-02-11,2013-02-18,1798384,8055,16,2,3,7,46,9,98,Not Rated,0.0
1663,2013-02-11,2013-04-10,1740916,11122,61,2,5,5,52,9,98,SAT,0.0
1664,2013-02-11,2013-02-28,545341,10618,73,2,6,5,15,9,98,Not Rated,0.0
1665,2013-02-11,2013-03-01,1850480,11825,22,2,3,5,58,9,98,Not Rated,0.0
1666,2013-02-11,2013-03-26,719853,355,39,2,3,5,11,9,98,Not Rated,0.0
1667,2013-02-11,2013-02-13,1812892,2537,76,2,3,5,40,9,98,SAT,0.0
1668,2013-02-12,2013-04-08,52362,994,23,2,5,5,9,9,98,SAT,0.0
1669,2013-02-12,2013-03-05,1922728,801,44,2,3,7,15,9,98,Not Rated,0.0
1670,2013-02-12,2013-02-15,464678,2335,61,2,7,7,32,9,98,NSA,0.0
1673,2013-02-13,2013-04-02,1906292,11005,1,2,3,5,52,9,98,SAT,0.0
1674,2013-02-13,2013-03-21,1824418,9901,71,2,3,5,45,9,98,Not Rated,0.0
1675,2013-02-06,2013-02-13,382182,12346,69,2,2,1,46,9,98,Not Rated,0.0
1676,2013-02-13,2013-03-01,1795704,11552,47,2,5,4,32,9,98,Not Rated,0.0
1677,2013-02-13,2013-02-21,196092,8530,33,1,3,7,32,9,98,Not Rated,0.0
1678,2013-02-13,2013-02-25,1871462,10186,10,2,2,7,11,9,98,Not Rated,0.0
1679,2013-02-13,2013-03-08,2088278,2335,76,2,2,7,15,9,98,Not Rated,0.0
1680,2013-02-13,2013-03-06,603179,12198,26,2,3,5,15,9,98,Not Rated,0.0
1681,2013-02-13,2013-02-15,440706,10327,42,2,3,5,42,9,98,Not Rated,0.0
1682,2013-02-13,2013-02-13,1824185,11978,12,1,8,8,19,9,98,SAT,0.0
1683,2013-02-13,2013-03-11,794580,8197,6,1,3,5,11,9,98,Not Rated,0.0
1684,2013-02-13,2013-03-05,2067683,207,60,1,3,5,50,9,98,NSA,0.0
1685,2013-02-12,2013-04-15,513121,9872,20,2,6,5,15,9,98,SAT,0.0
1686,2013-02-14,2013-03-08,105617,11136,24,2,6,5,42,9,98,Not Rated,0.0
1687,2013-02-14,2013-02-14,1897678,12367,77,2,3,5,15,9,98,Not Rated,0.0
1688,2013-02-14,2013-02-14,364065,11713,8,2,3,2,15,9,98,Not Rated,0.0
1689,2013-02-14,2013-04-01,590488,8939,17,2,3,5,13,9,98,SAT,0.0
1690,2013-02-14,2013-03-06,2010953,11244,53,2,3,7,23,9,98,SAT,0.0
1692,2013-02-14,2013-04-25,566327,507,22,2,3,5,15,9,98,Not Rated,0.0
1693,2013-02-14,2013-02-19,1814388,10844,15,2,3,5,58,9,98,Not Rated,0.0
1694,2013-02-14,2013-02-19,54790,116,20,2,8,5,18,9,98,Not Rated,0.0
1695,2013-02-15,2013-02-19,2033001,11272,72,1,8,8,10,9,98,Not Rated,0.0
1699,2013-02-15,2013-03-29,2158875,10992,67,2,3,5,52,9,98,SAT,0.0
1700,2013-02-15,2013-03-29,294526,8662,74,2,3,5,52,9,98,SAT,0.0
1701,2013-02-15,2013-03-29,1832714,473,73,2,3,5,52,9,98,SAT,0.0
1702,2013-02-16,2013-03-19,1812912,2482,23,2,7,7,9,9,98,Not Rated,0.0
1703,2013-02-18,2013-03-22,2036679,8484,49,2,5,7,50,9,98,SAT,0.0
1705,2013-02-16,2013-04-30,1820141,1270,3,2,6,5,11,9,98,SAT,0.0
1706,2013-02-18,2013-04-25,2221464,1879,43,2,6,5,58,9,98,SAT,0.0
1707,2013-02-18,2013-03-12,2119188,12034,6,2,6,5,58,9,98,Not Rated,0.0
1708,2013-02-28,2013-04-11,2181354,11244,55,2,3,5,6,9,98,Not Rated,0.0
1710,2013-02-19,2013-03-22,2115978,1140,68,2,2,7,50,9,98,NSA,0.0
1711,2013-02-19,2013-02-27,1884879,12476,14,2,6,5,46,9,98,Not Rated,0.0
1712,2013-02-19,2013-04-17,290390,11158,5,2,6,5,58,9,98,NSA,0.0
1714,2013-02-19,2013-03-05,630387,11265,36,2,3,7,32,9,98,NSA,0.0
1715,2013-02-19,2013-03-07,300028,11153,62,2,6,5,15,9,98,Not Rated,0.0
1716,2013-02-20,2013-03-06,1710501,9558,9,2,3,5,58,9,98,SAT,0.0
1717,2013-02-20,2013-02-28,25928,8057,32,2,3,5,10,9,98,Not Rated,0.0
1719,2013-02-20,2013-04-10,178097,796,14,2,6,5,40,9,98,SAT,0.0
1721,2013-02-20,2013-02-26,2166859,11178,40,2,6,5,6,9,98,Not Rated,0.0
1722,2013-02-20,2013-04-05,727263,416,38,2,3,5,15,9,98,Not Rated,0.0
1723,2013-02-21,2013-04-23,853735,224,61,2,6,5,15,9,98,SAT,0.0
1728,2013-02-21,2013-03-08,429221,2507,62,2,2,7,32,9,98,Not Rated,0.0
1731,2013-02-22,2013-02-26,1832598,11973,68,2,3,7,32,9,98,Not Rated,0.0
1735,2013-02-22,2013-03-08,2516040,2519,16,2,6,5,58,9,98,Not Rated,0.0
1737,2013-02-22,2013-03-11,471841,416,44,2,6,5,50,9,98,NSA,0.0
1738,2013-02-25,2013-03-08,2363482,11028,66,2,4,5,7,9,98,SAT,0.0
1739,2013-02-22,2013-03-04,393018,138,53,2,5,7,18,9,98,Not Rated,0.0
1741,2013-02-25,2013-02-25,459079,11265,2,2,2,7,8,9,98,Not Rated,0.0
1743,2013-02-25,2013-05-09,83936,753,42,2,5,5,58,9,98,Not Rated,0.0
1744,2013-03-13,2013-03-14,578440,10361,66,2,3,7,33,9,98,Not Rated,0.0
1745,2013-02-26,2013-04-22,350115,11027,6,2,6,5,58,9,98,SAT,0.0
1746,2013-02-04,2013-02-15,1812189,11188,76,2,6,5,54,9,98,Not Rated,0.0
1747,2013-02-26,2013-02-28,566357,8116,53,2,4,7,46,9,98,Not Rated,0.0
1748,2013-02-26,2013-03-05,1893384,1695,55,2,3,5,23,9,98,Not Rated,0.0
1749,2013-02-27,2013-03-20,1814942,175,63,2,3,5,44,9,98,NSA,0.0
1750,2013-02-27,2013-04-03,545341,1201,78,2,6,5,13,9,98,NSA,0.0
1751,2013-02-27,2013-02-28,1779448,486,18,2,5,5,18,9,98,Not Rated,0.0
1752,2013-02-27,2013-04-19,599965,2065,45,2,6,5,32,9,98,Not Rated,0.0
1758,2013-02-27,2013-04-11,2429650,1309,6,2,3,7,15,9,98,SAT,0.0
1761,2013-02-27,2013-03-06,325215,10443,66,2,6,5,45,9,98,Not Rated,0.0
1763,2013-02-28,2013-03-28,379119,11545,76,2,3,7,15,9,98,NSA,0.0
1765,2013-02-28,2013-04-12,2093076,1275,61,2,6,5,3,9,98,SAT,0.0
1766,2013-02-28,2013-04-17,720325,2309,33,2,4,7,13,9,98,NSA,0.0
1767,2013-02-28,2013-03-07,605574,11482,15,1,8,8,45,9,98,Not Rated,0.0
1768,2013-02-28,2013-03-19,139931,10998,73,1,3,5,11,9,98,Not Rated,0.0
1769,2013-02-28,2013-04-04,891413,1517,10,2,5,7,18,9,98,SAT,0.0
1770,2013-03-04,2013-05-21,2227182,2797,75,2,6,5,58,9,98,SAT,0.0
1771,2013-03-01,2013-03-15,1786371,12065,6,2,2,7,32,9,98,Not Rated,0.0
1772,2013-03-01,2013-03-15,1898937,2478,7,2,3,7,15,9,98,NSA,0.0
1774,2013-03-01,2013-03-05,775471,518,35,2,7,7,13,9,98,Not Rated,0.0
1775,2013-03-04,2013-05-30,1804320,10722,61,2,3,5,1,9,98,SAT,0.0
1776,2013-03-01,2013-05-01,887187,9873,37,1,2,5,54,9,98,Not Rated,0.0
1777,2013-02-06,2013-03-07,1867793,10225,42,2,2,5,15,9,98,SAT,0.0
1778,2013-03-04,2013-03-15,2242967,12414,26,2,6,5,44,9,98,Not Rated,0.0
1779,2013-03-04,2013-03-04,21713,10534,54,2,6,5,19,9,98,Not Rated,0.0
1780,2013-03-04,2013-04-10,599963,8891,21,2,6,5,58,9,98,SAT,0.0
1781,2013-03-04,2013-04-05,2455113,796,58,2,5,5,11,9,98,Not Rated,0.0
